scene_id,im_id,obj_id,score,R,t,time
000002,000425,9,1,0.6284779271463823 -0.4056932294255795 -0.663647872510739 -0.7340325989013174 -0.02708752037845058 -0.6785738058530733 0.25731622342938965 0.9136078315327594 -0.3148159642109107,42.25141885740196 69.98776600613887 978.796050394972,-1
000002,000428,9,1,0.9395539805891719 -0.00647513300419969 -0.3423395831796557 -0.3180547817670877 -0.38677871389229246 -0.8655884601096034 -0.12680486329054064 0.9221498246664704 -0.3654589272592273,-69.42497515508079 107.20133210122214 1050.3272119778055,-1
000002,000434,9,1,-0.019049626814848564 0.9239983850721749 -0.3819215837082633 0.3457031857559865 -0.3523427909046011 -0.869680323484278 -0.9381505311389942 -0.14859859380751056 -0.31271718667520265,285.0658610977872 17.315527411217403 870.5382181236299,-1
000002,000435,9,1,-0.030339162562848188 0.920816238926034 -0.3888148522691724 0.33313163582704675 -0.35743842040055246 -0.8725027729656532 -0.9423920884781352 -0.15599753123582172 -0.2959086376267982,289.00909531382047 24.94147811485891 832.5274047231775,-1
000002,000438,9,1,0.3000762050197836 0.9122743943774466 -0.2787645970064848 0.34464597659314633 -0.37617583496434404 -0.860064469680637 -0.889479298240876 0.16200978535922334 -0.4272931165473849,194.22769347292672 58.06518761512846 899.4162297479335,-1
000002,000446,9,1,0.9203546075212751 -0.38786115228365775 -0.050111106189685714 -0.30471045601846075 -0.6308551344558689 -0.7135638284860644 0.2451508401115166 0.6720011353263184 -0.6987957782591111,146.50917310427252 53.23306122409685 899.3761101469842,-1
000002,000453,9,1,0.9555115565139901 -0.21469038698278992 0.2022515836906881 -0.1381552102406206 -0.9316020158547685 -0.33620056802257386 0.2605970131286647 0.2933014179858517 -0.9198170877712085,22.897455857226 175.698448917358 1055.9708587040097,-1
000002,000473,9,1,0.9012257348171926 -0.23456222581601732 -0.36437993512739986 -0.43288092970333264 -0.4481745698270714 -0.7821468248733726 0.020156279477890282 0.8626239720646277 -0.5054439704033019,-15.0948473472816 33.61369444381934 1007.4723795897697,-1
000002,000474,9,1,-0.13162394453275572 0.9427568607658448 -0.30640600304916954 0.7339899794502527 -0.1150664488002 -0.6693417829682595 -0.6662836087525009 -0.31300034159636414 -0.6768285889856483,208.0343962708342 37.214341096240005 818.8202921002884,-1
000002,000476,9,1,0.14683356170693573 0.9811078572682027 -0.12596538239949423 0.7594745326744375 -0.1934099949094924 -0.6211207677159527 -0.6337494294872381 -0.004466125357132922 -0.7735255098242685,373.8013516011597 -75.60807243010635 906.5799039982331,-1
000002,000477,9,1,0.4565274063980882 0.8817718736406002 -0.11857946729421714 0.5864512823716586 -0.3984624144514303 -0.7051968503008034 -0.6690722088176075 0.2524006084102849 -0.6990252586724216,285.8308863466992 -184.0378359891322 1039.643161150302,-1
000002,000480,9,1,0.44439231284881686 0.8816444712722695 -0.15880333294965665 0.4459349281462089 -0.3714550398121176 -0.8143483242798585 -0.7769539961542862 0.2910741824230011 -0.5582278282087583,225.80975400083173 -208.2560477337831 1051.5987983426492,-1
000002,000491,9,1,0.22834430292385866 0.9562909055772029 0.18266522173788535 0.7534990197013252 -0.05477587967337216 -0.6551632089145045 -0.6165209701472933 0.28724085175396247 -0.7330720199627718,50.730612232021834 60.41280645338327 1043.792386312162,-1
000002,000494,9,1,0.1561616390229999 0.9776649218028832 0.14065860504715916 0.13051851792964508 0.12073212515148785 -0.984067411529238 -0.9790702012496852 0.17203213255833322 -0.10874965007912829,-79.49865522194429 157.72717710556014 950.491283018119,-1
000002,000499,9,1,8.685803298053019e-05 0.999676959182348 0.025415934679177965 -0.004577967511529779 0.02541606594758994 -0.9996664772839046 -0.9999895172796289 -2.952425938301806e-05 0.0045786962306559875,-103.01483717316631 256.3302380756361 1052.0117323359361,-1
000002,000501,9,1,-0.53373000378378 0.8404351590527891 -0.09381378624103898 0.3508574495511326 0.11913719596184169 -0.9288193466077375 -0.7694357238622604 -0.5286540191526619 -0.3584600324698647,194.2388635087593 8.47922257399521 748.3226880953989,-1
000002,000503,9,1,-0.3033839491187269 0.9378335751293765 0.16860120040254184 0.19441470305816339 0.23414170023551983 -0.9525652667642392 -0.9328242613975752 -0.25621446011275834 -0.2533634696975786,146.03695923942396 97.69419414236444 998.7879738206395,-1
000002,000521,9,1,-0.74856590436468 -0.6227460625444253 0.22767614808781242 -0.5521979017670043 0.39542297292289486 -0.7339742160109832 0.36705117368945517 -0.6751503640451024 -0.6398792244032925,-102.36552146585983 -94.49603095143351 911.5640253328781,-1
000002,000532,9,1,-0.7516970030891921 0.6591077150921816 -0.022992073692701814 0.621574397186963 0.6963764511183578 -0.3587549401603609 -0.2204470102051524 -0.28396629770760506 -0.9331485720172567,127.63667968680956 14.229158659755644 905.0173412642837,-1
000002,000535,9,1,-0.6229272437161226 0.7711458608386216 -0.1315131565574177 0.7822525963379438 0.6154414104093834 -0.09650256927074766 0.00652108570565775 -0.16299058765698946 -0.9866060732513502,175.95291089569673 125.67671994766454 989.14691039988,-1
000002,000540,9,1,-0.962891081868469 -0.11240203310858447 0.24537022519292373 -0.25247777649168635 0.6964128592774281 -0.6717619383463543 -0.09537157247305662 -0.7087841084463545 -0.698948746889157,-62.80191922242219 49.781630990242725 797.624627839173,-1
000002,000560,9,1,-0.060470987581994096 -0.9973707729245312 -0.03993495933116126 -0.47861857948511977 0.0640813219146944 -0.8756813573174387 0.8759380771678467 -0.0338397029772502 -0.4812352433788563,209.55016210761858 129.76092165738893 742.5771387512218,-1
000002,000563,9,1,-0.5061386714778184 -0.8178884368706634 -0.273646030608762 -0.24176308187796064 0.4391171214022145 -0.8652899895019601 0.8278733341976532 -0.37179921802593235 -0.41998938557988064,130.30262371252695 13.69484160890727 745.9730548930725,-1
000002,000571,9,1,-0.9947450427062384 0.0685964931244968 -0.07600540206054267 0.09672323143256907 0.38622623682862334 -0.9173188706695411 -0.033569577188364466 -0.9198498872730384 -0.39083150892830165,-11.83954310733046 146.26373242354595 791.2238838729129,-1
000002,000589,9,1,-0.8241284952247805 0.5652737739415472 -0.03574610261860109 0.5268695486108823 0.7419138902219088 -0.4146953800590949 -0.20789589246809098 -0.3605958124960309 -0.9092579160530984,63.00255671867355 97.86716964145322 747.1130364582826,-1
000002,000603,9,1,-0.9224111680317583 -0.37594455815368455 -0.0884495691618575 -0.041780694029043275 0.32481130891715904 -0.9448555377442486 0.3839427179889453 -0.8678498158057951 -0.315316803404304,-102.72189405280191 7.390526419574578 770.065119396889,-1
000002,000607,9,1,-0.16290514972025372 0.942094425186461 -0.2931211459912311 0.393515103801546 -0.21039703267502996 -0.8949184050636126 -0.9047694597380482 -0.26113441495546563 -0.33645362540948565,88.41368700111596 -17.464086051506992 688.7885971469024,-1
000002,000611,9,1,-0.2733826231769232 0.9163660464640125 -0.29246403237461477 0.40564611994161937 -0.16585784471377052 -0.8988561624215592 -0.8721887219640103 -0.3643685554967911 -0.3263776785320469,71.52883896484384 -34.99902753102507 649.698963396697,-1
000002,000615,9,1,0.24453626688157148 0.9482555448434588 0.20251774207031795 0.8322211841300505 -0.09806845990312218 -0.5457018213799603 -0.4976041748868283 0.3019834413438338 -0.8131396474710443,142.6826108343184 -44.117670855111754 813.9646966384616,-1
000002,000625,9,1,0.20959489388154273 -0.9753081474583277 0.06959883591116656 -0.3496441522390473 -0.1412316948682245 -0.9261763196981914 0.9131368721412045 0.16978700146375592 -0.3706122324885189,67.58771455082717 3.8602190252347994 751.326174808932,-1
000002,000642,9,1,-0.9125151820554679 0.385189652563404 0.13764074279209798 0.23967133027063803 0.7761746278797956 -0.583190020903962 -0.3314720138481967 -0.49918120817369016 -0.8005900483029226,72.13053714877636 57.24029526410763 739.1995668534541,-1
000002,000648,9,1,-0.8626012622380864 0.4973423879233263 0.09257219647379977 0.15079832436518034 0.42746145510310585 -0.8913678083539864 -0.4828860401315346 -0.7549352644934921 -0.4437271894646835,120.06562048938683 3.28132570713553 666.864349533775,-1
000002,000649,9,1,-0.9226223474442359 0.3840348972857991 0.035849709387572926 0.22205912467223718 0.6048726831519647 -0.7647344521638494 -0.3153692266951351 -0.6976003403405339 -0.6433475079694362,96.73630443655601 45.247790359021174 618.2659332451384,-1
000002,000650,9,1,-0.8615657259741986 0.5054786701243796 0.046859512116971896 0.06287781313529889 0.19785587184666997 -0.9782123668156707 -0.5037369159014202 -0.83984782432598 -0.20224923122979444,98.95778280845843 49.23632027628322 634.9227143168887,-1
000002,000652,9,1,-0.941805396910432 -0.3354925173534261 -0.0211510082559873 -0.280249554219967 0.8183580508035606 -0.5017472352136144 0.1856415409058369 -0.4666206933740267 -0.8647556572843274,-55.51992859840975 77.82342733559425 664.303837962072,-1
000002,000667,9,1,-0.1834800016326703 0.9816439241380517 -0.052060495615412206 0.391194229341201 0.024327928096267715 -0.9199865362301161 -0.9018326695851171 -0.18916489663092856 -0.38847712667748024,45.01810790142681 57.933932876742574 593.0996759261386,-1
000002,000669,9,1,0.12740534392647807 0.9914769204173867 -0.027228562551692204 0.646369950400847 -0.10381868124811544 -0.755928282737661 -0.752312279281538 0.07870957821991975 -0.65408794266418,-150.84967582431014 7.523623575411571 659.5365852672633,-1
000002,000679,9,1,0.3162869246820065 0.9486630835745118 0.0009670253861789879 0.5610598409797105 -0.18623675518563065 -0.8065529901114676 -0.7649669509952836 0.2556447239448258 -0.5911610093740564,81.08279152490924 -88.5834031506419 746.996424790047,-1
000002,000691,9,1,0.9974770575297742 0.04638826556791882 -0.05373684508178938 0.03444750262759551 -0.9781612272167456 -0.20497312783033758 -0.06207164622003992 0.20260489230872572 -0.9772913426139126,-28.866543920057996 71.33643669085951 680.7844453913357,-1
000002,000695,9,1,0.950547328483258 -0.13955274222638864 0.27746136388772635 -0.00819122022183666 -0.904319747209134 -0.4267771066011922 0.31047170599689045 0.4033990914029221 -0.8607418270484346,4.763932576896756 55.03362357154712 633.9236169297316,-1
000002,000703,9,1,0.8320344987569978 -0.5429205394692396 -0.11382390214985702 -0.3754529775815686 -0.4001133484867817 -0.8360289289180304 0.40835481447305666 0.7383404338007805 -0.5367492424881013,167.0295819181866 192.60354068060795 943.8073491894454,-1
000002,000708,9,1,0.693326579659157 -0.7177811884738482 -0.06394074922303986 -0.6376240904502356 -0.5697097897178606 -0.5185231670592361 0.3357585043087419 0.4002760559572615 -0.852669517346349,150.97458245429937 189.33972770381814 988.9492215427978,-1
000002,000711,9,1,0.9848391436624907 -0.15281384491767508 0.08209622349175441 0.01572189125852111 -0.39268186592338794 -0.919539979723656 0.17275613808309845 0.9068896740929423 -0.3843259499151863,8.09626524311776 250.19803739571725 927.1595903931192,-1
000002,000740,9,1,0.9437173621883759 0.32597367011835676 -0.056024161696381664 -0.012759355964030772 -0.13337816672192243 -0.9909830793092695 -0.33050679136682914 0.9359227698007286 -0.12171207758039242,-143.93682364598396 210.6438247114331 923.5852898921156,-1
000002,000750,9,1,0.9893378852342456 -0.1451099797990785 -0.012395265343756977 -0.09893495512511755 -0.6071802378985651 -0.7883806398941015 0.10687573856877944 0.7812011600530001 -0.615062861858221,45.43540643416291 108.09829436498572 815.8136721388313,-1
000002,000754,9,1,0.982526208451794 -0.1650457676043407 -0.08603571526544121 -0.18602758899735117 -0.8559044160122526 -0.4825156648053586 0.005998819648455271 0.4900893033382983 -0.8716515868833181,101.32312856963617 48.84747399507612 926.1764545499597,-1
000002,000756,9,1,0.986402615797075 -0.15655890581868392 -0.04999188491689946 -0.12943192130011394 -0.5525793744004324 -0.8233489009744216 0.10127811855109267 0.8186240553490248 -0.5653294603208535,59.855743617024814 51.010447109129 864.1203668675008,-1
000002,000757,9,1,0.9985289528486608 -0.03239510171261467 -0.04347973905150727 -0.054151904561816844 -0.5553156598595175 -0.8298747430468749 0.0027388967278260817 0.8310084688496371 -0.5562530207961988,71.68282450507007 20.379332996155085 878.660970918747,-1
000002,000758,9,1,0.9993682568260941 -0.016653798188397958 0.0313964688185476 0.013275118293112472 -0.6445499055932028 -0.7644469834030986 0.0329675368002796 0.764380841077073 -0.643921634449122,57.488819764437125 -13.25134295022718 928.7970656903439,-1
000002,000761,9,1,0.9860075405780879 0.1507415809803191 0.0711765810270758 0.11678011715396092 -0.3199135696937382 -0.9402221610679663 -0.11896022091715008 0.9353781501026007 -0.33304081153813453,17.070752649003357 120.05546153510608 892.1569025997807,-1
000002,000762,9,1,-0.9276146201860355 0.37347071964990775 -0.007123059826865397 0.14824609011254705 0.35057191549583755 -0.924728300005965 -0.34286179895616786 -0.8588474565542821 -0.38056120820018013,39.2630903910321 23.176672135542884 908.7551698757177,-1
000002,000764,9,1,-0.7908492326280476 0.6107628909662824 0.03906638286477407 0.3660160110629537 0.5231655995936376 -0.7696298038975574 -0.49049951161768945 -0.5943622181972353 -0.6372941100327776,200.55121073792066 129.04108224056034 1018.5146461944883,-1
000002,000768,9,1,-0.7803295197737089 0.6247311057322922 -0.02822917108666556 0.5402599560827535 0.6507096764858467 -0.5335692052406559 -0.3149682847894276 -0.431610892423015 -0.845285169110765,182.0948169296608 -23.129002695412716 1039.3223867696584,-1
000002,000769,9,1,-0.8574523785136063 0.5123975708773589 -0.04716087298111722 0.4651503289001151 0.7326597832610942 -0.496834794993186 -0.2200240671051098 -0.4479490722736105 -0.8665627724197121,179.69630392844996 -21.379231784723896 1032.4083670685272,-1
000002,000770,9,1,-0.6861975282601748 0.7274014705354723 -0.0044780433739596 0.6295107120536403 0.590744695378637 -0.5047147395229514 -0.36448486336108066 -0.3491529830100756 -0.8632745674672806,149.6073361120263 10.707948616090022 892.6854367109256,-1
