scene_id,im_id,obj_id,score,R,t,time
000002,000097,1,1,-0.5789817645414257 0.7970236102341062 -0.17185307986151663 0.6857446016604876 0.36199570270200654 -0.6314376077798822 -0.44106060538433534 -0.48343818214397666 -0.7561435488208115,281.216412942704 68.01838754307902 851.917207630447,-1
000002,000102,1,1,-0.7097553174910349 0.6924855055089808 -0.12927186063939605 0.6315288904152975 0.5441745099679902 -0.5523091193090346 -0.3121196082658432 -0.4736432490398965 -0.823555355015622,150.13351311936566 92.84124786646208 900.2484678363184,-1
000002,000107,1,1,-0.7851295286034292 0.617058665640722 -0.053011569233975264 0.5836692129136272 0.7085785694718001 -0.39654339079359774 -0.2071276736984793 -0.3422791463746934 -0.9164841039239401,-11.265996317104928 181.07120981984815 943.3797351360291,-1
000002,000110,1,1,-0.5439968588364067 0.8234400178864548 -0.1612884202888642 0.6090403663517202 0.25526869531591245 -0.7509378971298981 -0.5771804308275574 -0.5067390158009013 -0.6403735785733582,88.33825096672025 126.95912214702008 943.852887749312,-1
000002,000115,1,1,-0.20539850522272995 0.9570926468056455 -0.204414088268966 0.3177176486080085 -0.13234500251126335 -0.9389037735962574 -0.9256710807923443 -0.2577953951118176 -0.2769017595535923,-141.2129459479061 39.362043442913375 975.3655161405758,-1
000002,000119,1,1,0.2291131947046825 0.9386107913234336 -0.2579087560037706 0.7375239596707828 -0.340308086315829 -0.5833085078237658 -0.635268095313895 -0.05657021123574235 -0.7702170202462417,213.69619266544643 87.15713086714631 809.2639208422141,-1
000002,000124,1,1,0.2362240983998597 0.9691958006234455 -0.06969702568296499 0.9569969110538993 -0.2444806875731822 -0.15616051241283496 -0.16838968961450207 -0.029810962037859712 -0.985269617401201,68.26161170158383 180.60331646078194 940.1019239094373,-1
000002,000126,1,1,0.4243456131392581 0.9040489239987383 -0.05124786460128378 0.8515014395364006 -0.41765251451303953 -0.31703576389482174 -0.3080196407323815 0.0908951051358614 -0.9470279725464478,172.48430725513938 125.11131413451321 923.49715683305,-1
000002,000136,1,1,0.033662090401866296 0.9107311866809018 0.41162552068181185 0.7500797949696512 0.24916163018566184 -0.6126163426007418 -0.6604900944359896 0.32937393286357625 -0.6747337604580919,-100.27019856946045 150.74387482724407 909.6276264792868,-1
000002,000153,1,1,-0.3307832799385616 0.9134697940801069 -0.23697121558605838 0.6081388142098212 0.014316532719595543 -0.7937015935112901 -0.7216298250242709 -0.40665461044249285 -0.5602521070387014,94.38364946968234 -7.211544075532366 941.1466834210215,-1
000002,000156,1,1,-0.236113325303428 0.9717240856022722 -0.001673043509883898 0.5667390789899791 0.13630950417818988 -0.8125432514126784 -0.7893397962599811 -0.19280046818180863 -0.5828985036085848,-192.48691311434268 75.46559628617538 927.3962537576494,-1
000002,000162,1,1,0.8997121094864132 0.4363789720260868 0.009566233164812213 0.3863191615164494 -0.7859166105299975 -0.4827966308273782 -0.2031640359136806 0.4380735943497348 -0.8756802501168841,161.96902383196021 164.10784029714827 950.7022711591254,-1
000002,000166,1,1,0.9983216291219944 0.05693720343819569 0.0105867696605125 0.05120312382335356 -0.7823690613760979 -0.6207067680573605 -0.02705854648604676 0.6202070675718886 -0.7839713186054329,157.06274830437835 97.90038389346759 892.1256225286321,-1
000002,000175,1,1,0.9636763350684391 0.26324758311736274 0.04504032872803279 0.26685883810765565 -0.9423619047231268 -0.20184251546795753 -0.010690264397763972 0.20653026535950567 -0.978381810817044,162.43537179841536 211.07826630131743 931.684529359333,-1
000002,000176,1,1,0.9513204425720192 0.306951332727537 0.027754186735810437 0.30102877648007026 -0.906081885332208 -0.2973168222683394 -0.06611422899413776 0.2911983798197035 -0.9543754042906232,120.11413352248417 123.35487301137654 942.8096376804617,-1
000002,000178,1,1,-0.626433782356714 0.6999810055258531 -0.3429392194329437 0.7678505458952765 0.4784608302583566 -0.42600560216599237 -0.13411284610575883 -0.530190367520478 -0.8372048248176269,88.68321049703373 153.98575248611797 1023.698037796493,-1
000002,000203,1,1,0.33008144362942826 0.9216888816143916 -0.20380344962714608 0.9008305627244504 -0.37208394748554896 -0.2237360795337252 -0.2820470489706685 -0.10974124808832558 -0.9531035204189281,111.85392441397147 158.1842244495803 861.7644368469321,-1
000002,000207,1,1,-0.08196103564516588 0.8581784634425781 -0.5067663302936641 0.7601113545594648 -0.27504668777221075 -0.5887104960974548 -0.6446030695751822 -0.43345016371997297 -0.6297680829205154,44.83021695656696 75.56220970627616 852.1559241438273,-1
000002,000217,1,1,0.24854841292299135 0.9328133146204237 -0.2609272053664006 0.23382565185317017 -0.31919556092461693 -0.9183897638919212 -0.9399730054469124 0.16725284437903332 -0.29745123142831487,-56.25275180549646 167.67983412928749 772.8494900966348,-1
000002,000219,1,1,0.09682010984550193 0.9755940197121453 -0.19708418260074545 0.1393248875900686 -0.20934957971320467 -0.9678643134096432 -0.9855021268508355 0.06624999755323319 -0.1561937764338795,-62.86768715880977 98.700042560531 711.8298896310666,-1
000002,000221,1,1,-0.005544056486677551 0.9782224667944881 -0.2074851052393386 0.24776486342143672 -0.19967489804491723 -0.9480203096687903 -0.9688043331299822 -0.056663396908928576 -0.24126214696738446,-134.8651122512266 140.78903757360342 754.0759530040627,-1
000002,000224,1,1,-0.34105055280764995 0.7734357520480157 0.5343048361034334 0.2629124235033777 0.6241794442392407 -0.7357153518561192 -0.9025306521094877 -0.11044074811007548 -0.416222612504066,99.14813039532021 68.41807726774985 710.0564221143775,-1
000002,000243,1,1,0.689555653782633 0.7214083062359179 -0.06389879521735325 0.4618566351993708 -0.5059881177337792 -0.7284672080708523 -0.5578543258402864 0.47280659936812564 -0.6820941802531585,232.80530215204922 -111.05690297873461 893.8047140478476,-1
000002,000248,1,1,0.39076842097099374 0.8786681487598192 0.2743033458177794 0.40115632314698957 0.10564686731042083 -0.9098968863704735 -0.828476701887883 0.4655974911685912 -0.3111998243034359,274.45270784983217 131.51052561185185 852.4781848602828,-1
000002,000249,1,1,0.6327286149076782 0.7690015032911571 -0.09105595978820208 0.5552758629821842 -0.5325183758167849 -0.6388214894685711 -0.5397436575508794 0.3536394595536442 -0.7639475877180355,179.58438397794035 76.94784726228984 885.9375983397098,-1
000002,000254,1,1,0.8742666880680162 0.4806543778816912 0.06803768924460811 0.43362846403893684 -0.7102315321483084 -0.5545606602685579 -0.21822949688301507 0.5143369904697025 -0.8293571889872031,190.2472362737943 -105.76304752715996 917.2629354654362,-1
000002,000263,1,1,-0.6470126884559733 0.7562193577225027 -0.09750314857859332 0.3679986882627093 0.19770984323962337 -0.908563582432781 -0.6677960365365304 -0.6237331968814303 -0.4062085088894274,125.86658853364477 59.88113954219088 814.9423657153146,-1
000002,000266,1,1,0.46123102545435213 0.8860035700932928 -0.04757746252446321 0.7785445211334069 -0.42984578859698647 -0.457275657168178 -0.42559883666603376 0.1738685474931406 -0.8880514390625941,196.44731938497705 82.07226048858993 742.5131504647552,-1
000002,000268,1,1,0.2823738226818828 0.954423819823137 -0.09664469161952235 0.9058603081600822 -0.29844269384825084 -0.3005812046497914 -0.31572476362195767 -0.002670326349209662 -0.9488470598537193,142.66540678445705 98.08001431090703 743.0076197742366,-1
000002,000277,1,1,-0.1961192761285654 0.9766933470204852 -0.08722004022430818 0.6238777012063558 0.0556604193203476 -0.7795373831052341 -0.7565142718206187 -0.2072969454840221 -0.6202532812688004,54.71689754058055 135.31126186901977 652.4865677304186,-1
000002,000283,1,1,0.200404935224753 0.7651118718287373 -0.6119164040326815 0.3616805225453492 -0.6382454326570408 -0.6795807290556067 -0.9105081337082527 -0.08512691277823181 -0.40463359619779693,136.82068635256107 14.295370502944163 679.0198468920823,-1
000002,000307,1,1,0.09725619328990476 0.9950732487323224 -0.01924740304711947 0.9375043607684397 -0.09808735136323832 -0.3338629135479166 -0.33410598080087656 0.014425711762204696 -0.9424251123740486,85.18775178035854 59.639156351046154 759.0092933966977,-1
000002,000310,1,1,0.132764934144053 0.9898372475183707 -0.05094797039118509 0.8645864045929456 -0.14079268169146597 -0.48235647583003294 -0.4846275077363736 0.01999110320570921 -0.8744921580768177,146.81155424282153 -3.8714986380516816 762.7262688784447,-1
000002,000322,1,1,-0.149419983449133 0.981318845871025 -0.12118989761700422 0.49120651994049835 -0.032702049373116604 -0.8704290497994325 -0.8581315885771863 -0.18958876207506964 -0.477143875556249,136.51914742817246 73.18548704598614 723.0385525046675,-1
000002,000326,1,1,-0.048007300596241476 0.847336197832355 -0.5288824698668603 0.5282650499717554 -0.42784202546774663 -0.7334079616570814 -0.8477212608327108 -0.31459906084835065 -0.4270785581664511,121.3683118316536 -71.93802291934395 605.9845637273735,-1
000002,000338,1,1,-0.8645969164333815 0.5013928531810229 -0.032823450045377844 0.381262849964495 0.6120915824052867 -0.6928077179026968 -0.32727788090679016 -0.6115137786898877 -0.7203749628780667,-138.66143616699054 21.033777629556262 614.6692186896184,-1
000002,000342,1,1,-0.9964546112083967 0.08385454925454133 -0.00682805761843629 0.07491597726318958 0.8474398580127825 -0.5255789982504787 -0.03828582181727651 -0.5242271469702738 -0.8507173997439941,-195.81714321626853 -14.62916211687237 645.2199658853525,-1
000002,000365,1,1,-0.14416398687097398 0.884262863725071 -0.44418006790737696 0.515212842311162 -0.3161578229308284 -0.796617824378348 -0.8448505619380976 -0.3436908768593886 -0.4100050111358461,99.0651047776235 -95.66679566114831 616.0018244199689,-1
000002,000368,1,1,0.5600662630201296 0.8116297977609899 -0.16608086106809924 0.6736513020930903 -0.5628580304702648 -0.4789412915205978 -0.4822029699358461 0.15635827103670913 -0.861993263815594,209.46429410224874 -143.50638617055614 729.6122233153304,-1
000002,000387,1,1,-0.5421940978279427 0.6834828871151208 -0.4887501440422519 0.7127680367048657 0.06609499075477343 -0.6982787251871685 -0.4449576228501252 -0.7269680840435191 -0.5230010694536489,-267.8765983062112 69.94256637167557 705.0669957012436,-1
000002,000389,1,1,-0.8449851843074383 0.42594659127428336 -0.3233721380742988 0.4000358253265971 0.10212458164141602 -0.9107919127220193 -0.35492446626880075 -0.8989661123793181 -0.25668765462605014,-139.68034573640844 41.50819981371015 756.5964227351042,-1
000002,000402,1,1,-0.07242993580550905 0.9933749204196164 -0.08921979534010702 0.9799127157852922 0.05421135955297329 -0.19191716426029118 -0.18580897136979999 -0.10132815984088042 -0.977347241353736,284.3600884171975 90.15350446404148 1002.0061069088005,-1
000002,000415,1,1,-0.2945641425792761 0.9075537573969885 -0.2992960797289931 0.6975304017975736 -0.009888441465747966 -0.716486955424517 -0.6532100002867771 -0.41981948044366196 -0.6301335567682158,365.32386249949343 3.81975259857098 923.4002102525234,-1
000002,000417,1,1,-0.4981383044019303 0.8296734450875775 -0.251992468546345 0.5899885858093054 0.11134277140829052 -0.7996976027661066 -0.635430325293266 -0.5470326880284507 -0.5449619619074911,353.9802760685203 48.42914169249019 917.5520701419164,-1
000002,000425,1,1,-0.07147883546351419 0.7400419000467333 -0.6687516446753614 0.5139003819688899 -0.5473058988666238 -0.6605775128461656 -0.8548667577424034 -0.39088903699262 -0.34118702681370106,244.12228234979509 -159.91188158305692 1014.0448518041052,-1
000002,000428,1,1,-0.7212578254019917 0.6015851443301137 -0.3433401570129928 0.48473559685146284 0.08429579333292325 -0.8705892374543975 -0.49479142114778674 -0.7943484961575049 -0.35240873458367095,230.27842974348138 36.479897696493 921.6398408648043,-1
000002,000434,1,1,-0.6677904780770776 0.6319875118291713 -0.3932526697704176 0.5130742233452261 0.008061556494202704 -0.8583063862313874 -0.5392686888076121 -0.7749366401189607 -0.32963993246094325,311.74878271196053 -23.288027393458762 934.3474237691195,-1
000002,000435,1,1,-0.686743517135749 0.5982344027793703 -0.4129151741014506 0.5172153763990147 0.00301029524445251 -0.8558499824963292 -0.5107559065624662 -0.8013155043138448 -0.3114833325521641,316.99587121578935 -15.528599822410174 894.1654109137098,-1
000002,000438,1,1,-0.40274387906507414 0.8647601835878552 -0.29997865383509503 0.5443937907955262 -0.037157997904442186 -0.8380063745193173 -0.7358211524676996 -0.5008084544741954 -0.4558049182581008,195.71944276998687 17.165917238883193 972.2381749993864,-1
000002,000442,1,1,-0.6440856351150863 0.7060062142664313 -0.2944637839456286 0.3190486059791945 -0.10192734071842868 -0.9422413725987635 -0.6952421748291229 -0.7008323926811968 -0.1596003624921326,220.00037447199418 109.52400086580987 907.6529988886095,-1
000002,000446,1,1,0.2318772505558877 0.9698897781694391 -0.0744765659592162 0.6664105667760594 -0.2141624729365904 -0.7141648210846674 -0.7086112454398763 0.11596660462443464 -0.6960042021769892,180.72534667678104 -32.58128122922035 976.7854883128672,-1
000002,000453,1,1,0.09959090190571374 0.9678721603206992 0.2308790452460974 0.9408138504799537 -0.016049533320928955 -0.3385435145225263 -0.32396134183369796 0.25093005749874475 -0.912185921422265,77.07647289464315 74.87107243492372 1084.9212886147216,-1
000002,000473,1,1,0.09412979621952722 0.9177441920012013 -0.3858564234423634 0.5287287340285025 -0.374484641410332 -0.7617133182243778 -0.8435552781390723 -0.13231345886128604 -0.5204878877821033,31.34197114063166 -47.592449808887594 1086.906544023812,-1
000002,000474,1,1,-0.04565600773878775 0.939524752808896 -0.33942417093768956 0.7220856539814565 -0.20375385938389445 -0.661117745262022 -0.6902954709916092 -0.275277321342588 -0.6691147577829395,208.96971394566327 -31.350247039498665 887.2656245089723,-1
000002,000476,1,1,0.2523119266506656 0.9535903104275444 -0.1643295820250528 0.7479923603442428 -0.29994159269081533 -0.592066271493948 -0.613877936186403 0.02646810973221192 -0.788957108232587,347.7942343806016 -147.53783846667454 963.2556932036769,-1
000002,000477,1,1,0.5540578341847622 0.8228599881179736 -0.12617985708098717 0.5413082011600642 -0.47126004802710686 -0.6963471824387201 -0.6324597597755492 0.31751442028351573 -0.7065261815224383,227.90077092226178 -232.3436720468108 1076.0801289628025,-1
000002,000480,1,1,0.5291854261866745 0.8322502379496411 -0.1652946645974811 0.44254769541905115 -0.4369264800756251 -0.7831007523224653 -0.7239574034367732 0.34125473248218885 -0.5995255503876337,173.0547967524322 -247.8001407353965 1108.4755469059558,-1
000002,000491,1,1,0.49485974590300275 0.8542780433540547 0.15913156986589383 0.7087353930770588 -0.29082365503428453 -0.6427408064472074 -0.5028001337357846 0.43084872787982975 -0.749374004886485,56.609019144196004 -67.39404193738211 1132.8212399640647,-1
000002,000494,1,1,-0.010675765988898633 0.9961140311166383 0.08742348101689373 0.1330835096805576 0.088066091727654 -0.987184452338529 -0.9910473285729877 0.0010956734811745639 -0.13350652428989168,227.74759896270783 178.07832745515725 1016.1651713767383,-1
000002,000499,1,1,-0.1566438990597998 0.9860690472092686 -0.05595107705082941 0.018089715996859546 -0.05377646081656795 -0.9983891297671448 -0.9874894688362483 -0.1574037051592137 -0.009413954517366152,208.28901356651033 246.2089015995452 1062.3263527695142,-1
000002,000501,1,1,-0.030411113698727288 0.9896873697127488 -0.13997883552403062 0.40374583742720094 -0.11594732675360231 -0.9074940860297114 -0.9143656068137138 -0.08411377800190623 -0.3960560685388306,285.3131101989232 -55.05026517813224 863.4549165887344,-1
000002,000503,1,1,0.15185584823042914 0.9824050885070901 0.10872002314934204 0.23277459615022517 0.07135589377275314 -0.9699094410361162 -0.9606017846877636 0.17259368035727185 -0.2178431379580622,208.08068183964855 62.665420110461156 1157.1222691706555,-1
000002,000521,1,1,-0.05376573703702858 0.9813647366339204 0.18447899395947742 0.646087477362481 0.17505234251620172 -0.7429183326416007 -0.7613673338909746 0.07924601612085114 -0.6434592852797472,183.1611721960078 -115.47697672436796 1029.2150163518074,-1
000002,000527,1,1,0.41412146276114015 0.9100903551340509 -0.015458317261288546 0.3005970519412939 -0.15277242368851163 -0.9414361364025395 -0.8591535523087691 0.3852221853064993 -0.33683681732095205,203.80579183566203 -9.211119137173464 997.9271304984529,-1
000002,000529,1,1,0.3019453641543902 0.9515874158546545 -0.0575359631251075 0.22274998964593845 -0.12910499895229932 -0.9662889533458721 -0.9269365885422838 0.2789503347059971 -0.2509487429516337,223.1181319525853 20.665863326438384 1028.8749870869294,-1
000002,000532,1,1,0.5825794270108559 0.8119487031398807 -0.03661303993345216 0.7544298065166422 -0.556970081969314 -0.34730389406160944 -0.3023853142316349 0.174710134968071 -0.9370376142271312,209.77795923142475 -220.23380849279133 970.1739360578188,-1
000002,000535,1,1,0.7136564867960371 0.689042386783757 -0.12615469895838788 0.6801126090017156 -0.7246896802040359 -0.11077773459794038 -0.16775356309425293 -0.006742152558025259 -0.985805906580026,211.36476519175181 -137.66698985978934 993.807803859955,-1
000002,000540,1,1,-0.221498726279173 0.9537916366631816 0.2030266684159331 0.6572776948150225 0.29982174419175955 -0.6914426611140368 -0.7203640372446101 -0.019708768129442444 -0.6933161027290985,178.69387556708787 10.99219164845303 923.3513690109256,-1
000002,000543,1,1,0.2935238283679872 0.9358327586940202 0.19509179873931365 0.49108448689872664 0.027480565117551592 -0.8706783822217219 -0.8201705852489563 0.35137140790901067 -0.4515067494472529,232.1017129770687 44.86526018314739 990.3412841537341,-1
000002,000549,1,1,-0.13124499385256183 0.9848066339306139 -0.11371299554094623 0.9540431112112244 0.09430101880485153 -0.28444517890583904 -0.2694002478451878 -0.14581910580792018 -0.9519245216099489,325.95794472944067 0.32366757419048875 832.2951736802661,-1
000002,000560,1,1,-0.5255568235998791 0.8490013129972975 -0.054651584574198775 0.4216918362478599 0.20417032781515665 -0.88345371835867 -0.7388951349207233 -0.487351257071034 -0.46532003161455365,270.50273535416795 74.43012258061731 831.9684761816337,-1
000002,000563,1,1,-0.03165734769835071 0.9592311491920442 -0.28084411113002816 0.4509389716364393 -0.23705507427852857 -0.8604992362682674 -0.891993192909103 -0.1538846781798343 -0.4250501730682069,130.30681825849751 -42.730047599524056 852.4470494308739,-1
000002,000571,1,1,-0.5859181996752751 0.8055675251513036 -0.08809554875751618 0.32876065291685375 0.13693129491708034 -0.9344336539134361 -0.7406863684333391 -0.5764640343455392 -0.3450694433343767,213.84937068534217 106.68256497121374 832.3130163001703,-1
000002,000575,1,1,-0.5730101650406707 0.7852912974713941 -0.23447159502966974 0.25356951428960556 -0.10218060353815872 -0.9619052061838064 -0.7793342365012567 -0.6106363094152457 -0.14057540837832005,74.74700929275406 71.82935160496794 881.0006863965067,-1
000002,000589,1,1,-0.22379900453734114 0.972095242791117 -0.07031958838740454 0.8894231119101735 0.17419658476214306 -0.4225897275812886 -0.3985480316951993 -0.15711902749216639 -0.9035889981799238,171.4935757115089 9.086639280704468 780.4791767452116,-1
000002,000603,1,1,-0.8170031432153226 0.5691751197067847 -0.09244212829143558 0.22825432991278105 0.1720003597514247 -0.9582879719173397 -0.5295335918073094 -0.8040246012107765 -0.270441520102779,97.63119512895294 -15.809926300670886 776.6887324126478,-1
000002,000607,1,1,-0.22589266778397243 0.9227673815744919 -0.3122064415472493 0.39240927884812143 -0.20714343929119738 -0.8961621245246372 -0.8916206931847966 -0.32494915765511706 -0.3153102986327798,72.9105658548947 -49.33920815672199 776.9412091594611,-1
000002,000611,1,1,-0.31396816992886534 0.8894800118188384 -0.33203809547441726 0.42876211203485526 -0.17919586132488685 -0.8854670488321077 -0.8471050935715883 -0.42037382394577216 -0.3251135318412317,65.87025907994445 -71.52616212572046 746.0446172796987,-1
000002,000615,1,1,0.0765946548399824 0.9864886168221928 0.1448221935001031 0.8417053523406824 0.013886508469619252 -0.5397585244566047 -0.5344767148258116 0.1632402332844465 -0.829269116479233,90.95925309839232 -120.67705437490143 849.287389506022,-1
000002,000625,1,1,0.4663310852663137 0.8825565176610792 0.06024377186308566 0.42992436439672427 -0.16659449994419484 -0.8873619968684802 -0.7731108328127443 0.4397047483508597 -0.45712074385800094,18.629368903893614 -83.65568475386 933.8070968963298,-1
000002,000642,1,1,0.2469835285552897 0.9625533693696265 0.11175932953251641 0.8189169003757856 -0.14567459108039227 -0.5551162254811834 -0.5180484985995943 0.2286261678564809 -0.8242304462163275,162.67400405711766 -146.34935509197743 892.1358297415895,-1
000002,000648,1,1,0.378804974138612 0.9225907730543814 0.07302778267730997 0.47043553050616405 -0.12399917492946283 -0.8736787832231 -0.7969925992160967 0.3653087325697696 -0.4809909840142943,173.9738834405659 -113.91537086021808 897.0512406002808,-1
000002,000649,1,1,0.21443184965744821 0.9766958116458626 0.009180052609641498 0.6510920241316072 -0.13592754475043933 -0.7467281156420482 -0.7280784009738873 0.16609935006359117 -0.6650660478055996,186.8048072519142 -119.83946875781416 804.8941084445394,-1
000002,000650,1,1,0.27229511662048755 0.9613132966142119 0.04161868831847759 0.273449094942539 -0.035840760304472585 -0.9612185143742827 -0.9225404933875482 0.2731157001227008 -0.2726295149222584,151.50090227894552 -8.017818769395749 904.8742263591441,-1
000002,000652,1,1,-0.4527509320071069 0.8907990745564898 -0.03864715171908073 0.7774965772350699 0.37320413926868123 -0.5061795559092388 -0.43648100297085923 -0.2592212938823211 -0.8615617533546438,185.17724370315327 -36.735292493667615 718.8771154611079,-1
000002,000667,1,1,-0.8250065555616476 0.560858193132522 -0.06929841611774912 0.26510682434639343 0.2758056731458004 -0.9239316004691914 -0.4990817117118965 -0.7806211103068593 -0.37622882289639803,99.05411398553298 15.379126199082169 670.1837351233468,-1
000002,000669,1,1,-0.8423219596055799 0.535592231002485 -0.06028829451889148 0.3809065149242349 0.5124156611519752 -0.7696365486997463 -0.38131868988352713 -0.6712459700407623 -0.6356295339657735,88.05281525535193 -18.33390191591406 669.0887464312244,-1
000002,000679,1,1,0.2683031129505731 0.9627332356875439 -0.03403169821833557 0.5676506889647014 -0.1865428466943 -0.8018568835304007 -0.7783226419030425 0.19582258105177486 -0.5965462109939929,16.53040759192981 -137.23410204793583 810.1723921918426,-1
000002,000691,1,1,-0.2573566499751715 0.9598566923720718 -0.1115467831096113 0.9509486240959454 0.2310654059614069 -0.20568299029797857 -0.17165159202170333 -0.15900914526037715 -0.9722406197438878,169.14113908500195 -94.28065947025125 699.666699684676,-1
000002,000695,1,1,-0.1019950449060556 0.9681014897188417 0.22885916284643448 0.8905650766221541 0.19137370151354782 -0.4126377959784827 -0.4432728901202827 0.1617269673652559 -0.8816765466491945,166.9504155348244 -108.31212103579674 753.2415191714293,-1
000002,000703,1,1,0.2920875727572879 0.9480039495801413 -0.1263857643138988 0.504556171227895 -0.2650053354036271 -0.8217026483366461 -0.812470257865851 0.17624041474095453 -0.5557260082948552,252.30917882327242 164.0890916426973 956.1780083877929,-1
000002,000708,1,1,0.4998498026254957 0.8641470500137981 -0.05830995427630173 0.7340340540540814 -0.45839857243631577 -0.5010636249791817 -0.45972185319406333 0.20765506191951721 -0.863443798376604,226.26273534265152 141.94195039295388 996.1746058235858,-1
000002,000711,1,1,-0.13934619239759416 0.9872337059460873 0.07715081664018142 0.37519111615174394 0.12473817278573796 -0.9185162026937161 -0.9164138066534687 -0.09904543449361786 -0.38778310546086103,99.2446182523228 259.79288508781417 927.3816156165154,-1
000002,000727,1,1,0.18632394582549994 0.9818176888893555 -0.03629618431710879 0.08056314486523192 -0.052086672450846694 -0.9953876421989689 -0.9791797418765569 0.18254041836525814 -0.08880331503720224,200.62179336052571 210.0322515488634 904.7313189248924,-1
000002,000736,1,1,-0.05220996949145351 0.9986350871725622 0.0014428283163639977 0.3393292301558899 0.01909937990975552 -0.9404737568102971 -0.939217649241917 -0.04861251232873931 -0.3398632533793196,-53.53545259142602 221.76452656116956 928.6468951622215,-1
000002,000737,1,1,-0.10566181236695926 0.9875767858082715 -0.11630852737410541 0.23473855391475296 -0.08888638729334841 -0.967986064703386 -0.9662988112966611 -0.12958125746627253 -0.2224304498042466,-5.267127949242679 190.1519264556009 897.0425001004847,-1
000002,000739,1,1,0.06204015626190518 0.9954190679784279 -0.07274543364333103 0.3052310098227936 -0.0883164914551624 -0.9481741548785265 -0.9502552549991796 0.03662071056121269 -0.30931193624630116,-17.200373720649598 75.92447984774668 944.4374092329574,-1
000002,000740,1,1,0.2813631635580573 0.9557026902237413 -0.08641260377806737 0.10509867031385145 -0.1201994121469499 -0.9871708924080915 -0.9538286217611956 0.2686716755049387 -0.13426276881737065,60.08996967382269 194.73166352642468 934.4018919606184,-1
000002,000750,1,1,0.709597085301278 0.7043625294162577 -0.018585039312899676 0.42362586631173543 -0.44755410963978953 -0.7875509153928822 -0.563039165532525 0.5509707307097781 -0.6159692784364909,219.3288400852624 37.99228464145524 889.5793512656829,-1
000002,000754,1,1,0.718096826251863 0.6900856382728738 -0.09010416181576825 0.5717509524119325 -0.6588019685812618 -0.4889589089172035 -0.39678431993092905 0.2996027003265732 -0.8676407236949956,268.9127395050238 -55.323957600607905 949.1814417514391,-1
000002,000756,1,1,0.7249008047103624 0.6851280527737889 -0.07154281677894475 0.3450407368577395 -0.45102308415437087 -0.8231191089195704 -0.5962094541676921 0.5719945182099875 -0.5633440848174293,233.1427781760202 -19.771481922227895 938.4402179989096,-1
000002,000757,1,1,0.6219208281870351 0.7803674203782622 -0.06512428640168405 0.40895549522778046 -0.3945889790404036 -0.8228334828766101 -0.6678097681152568 0.48510434633388744 -0.5645386494987024,254.48250203071748 -36.64269219052726 927.8748320855158,-1
